City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,divnoye,45.9089,43.3547,6.63,78,100,1.14,RU,1701280920
298,urucara,-2.5364,-57.76,32.99,47,37,2.42,BR,1701280921
299,ilomantsi,62.6716,30.9328,-10.79,97,88,2.09,FI,1701280921
300,kardla,58.9978,22.7492,-7.75,85,92,3.77,EE,1701280923
301,guerrero negro,27.9769,-114.0611,19.63,56,7,7.8,MX,1701280923
302,thompson,55.7435,-97.8558,-15.91,78,75,3.09,CA,1701280924
303,malanje,-9.5402,16.341,18.51,98,64,1.83,AO,1701280925
304,paka,4.6374,103.4368,25.96,94,100,0.0,MY,1701280926
305,klaksvik,62.2266,-6.589,4.51,78,100,13.56,FO,1701280927
306,rio bueno,-40.3167,-72.9667,16.17,73,100,2.08,CL,1701280927
307,giussano,45.6941,9.2112,6.91,69,20,1.37,IT,1701280928
308,ivins,37.1686,-113.6794,12.85,36,74,2.09,US,1701280929
309,guane,22.2025,-84.0875,27.13,53,99,4.42,CU,1701280929
310,san jose de jachal,-30.2406,-68.7469,25.63,28,76,6.65,AR,1701280930
311,aktau,43.65,51.2,7.32,45,84,11.93,KZ,1701280813
312,berriozar,42.8429,-1.6697,15.96,78,75,1.03,ES,1701280931
313,dingalan,15.3897,121.3929,25.47,91,95,4.38,PH,1701280931
314,nabire,-3.3667,135.4833,24.23,92,40,1.62,ID,1701280932
315,pacocha,-17.5833,-71.3333,22.08,64,75,4.12,PE,1701280932
316,esil,51.9556,66.4042,2.1,99,100,5.22,KZ,1701280933
317,mastung,29.7994,66.845,10.01,44,0,1.49,PK,1701280933
318,hola,51.5377,23.1902,-3.9,93,62,2.86,PL,1701280935
319,guer,47.9062,-2.1231,7.61,90,100,2.56,FR,1701280935
320,sirpur,19.4833,79.6,22.28,79,47,1.21,IN,1701280936
321,isangel,-19.55,169.2667,23.37,90,89,2.8,VU,1701280936
322,hengchun,22.0042,120.7439,23.91,76,65,5.39,TW,1701280937
323,hilo,19.7297,-155.09,23.47,100,100,2.57,US,1701280732
324,nueva gerona,21.8833,-82.8,25.89,70,98,6.85,CU,1701280937
325,tubarjal,30.4999,38.216,15.97,48,0,5.57,SA,1701280938
326,mejit,10.2753,170.8646,27.12,76,100,9.02,MH,1701280938
327,ironwood,46.4547,-90.171,2.12,64,0,6.69,US,1701280939
328,turkmenbasy,40.0222,52.9552,9.43,57,0,6.17,TM,1701280939
329,bargaal,11.2864,51.0773,26.23,73,92,7.37,SO,1701280940
330,baiao,-2.7906,-49.6717,36.03,36,63,2.73,BR,1701280940
331,astrakhan,46.3497,48.0408,4.95,75,0,7.15,RU,1701280910
332,susuman,62.7833,148.1667,-20.86,100,100,0.22,RU,1701280710
333,zapolyarnyy,69.4154,30.8136,-1.4,97,97,4.18,RU,1701280942
334,safidon,29.4167,76.6667,18.3,60,18,0.83,IN,1701280942
335,hanko,59.8333,22.95,-0.57,85,97,5.81,FI,1701280943
336,sisimiut,66.9395,-53.6735,0.99,57,100,9.71,GL,1701280734
337,kuvshinovo,57.0295,34.1725,-4.87,95,100,5.65,RU,1701280944
338,sfizef,35.2346,-0.2444,17.72,47,32,0.76,DZ,1701280945
339,taro,-8.3862,115.28,22.0,96,100,0.3,ID,1701280945
340,changzhi,35.2089,111.7386,-0.5,25,66,2.99,CN,1701280947
341,ephrata,40.1798,-76.1788,1.7,55,44,4.02,US,1701280800
342,daru,-9.0763,143.2092,26.34,85,92,3.08,PG,1701280948
343,hawera,-39.5917,174.2833,12.35,84,56,2.78,NZ,1701280948
344,yeniseysk,58.4497,92.1703,-13.36,71,100,2.24,RU,1701280949
345,kudahuvadhoo,2.6708,72.8944,27.88,75,13,0.99,MV,1701280949
346,guiuan,11.0333,125.7247,27.93,79,99,7.83,PH,1701280949
347,hami,42.8,93.45,-0.04,27,0,1.19,CN,1701280950
348,nouadhibou,20.931,-17.0347,23.99,35,1,3.09,MR,1701280950
349,mersa matruh,31.3525,27.2453,16.11,51,0,2.57,EG,1701280950
350,sanctuary point,-35.1114,150.629,17.08,89,49,3.0,AU,1701280951
351,ebaye,8.7748,167.7392,27.01,78,40,7.2,MH,1701280952
352,aasiaat,68.7098,-52.8699,-2.0,68,100,11.86,GL,1701280952
353,omdurman,15.6445,32.4777,31.4,25,39,6.2,SD,1701280953
354,kidal,18.4411,1.4078,28.61,14,2,3.52,ML,1701280840
355,utrik,11.2278,169.8474,27.44,65,100,9.81,MH,1701280733
356,kishangarh,26.5667,74.8667,19.81,55,85,1.13,IN,1701280955
357,ferkessedougou,9.6,-5.2,31.4,41,89,2.05,CI,1701280955
358,pagar alam,-4.0167,103.2667,21.21,98,97,0.64,ID,1701280956
359,namibe,-15.1961,12.1522,24.07,78,100,2.8,AO,1701280956
360,fang,19.9169,99.2145,17.65,86,67,0.48,TH,1701280957
361,dolores,-36.3132,-57.6792,16.98,91,100,2.91,AR,1701280958
362,chonchi,-42.6128,-73.8092,15.56,92,100,2.92,CL,1701280714
363,metahara,8.9,39.9167,23.41,30,57,1.36,ET,1701280959
364,krasnovishersk,60.4078,57.082,-3.1,94,100,0.72,RU,1701280961
365,ryotsu-minato,38.0833,138.4333,7.8,81,99,7.7,JP,1701280963
366,cestos city,5.46,-9.5828,27.29,79,97,3.6,LR,1701280964
367,barra de santo antonio,-9.4047,-35.5072,29.6,59,13,4.29,BR,1701280965
368,jequie,-13.8575,-40.0836,37.03,20,17,3.92,BR,1701280965
369,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,70,40,1.54,BR,1701280830
370,hadibu,12.65,54.0333,26.05,72,82,6.73,YE,1701280966
371,brokopondo,4.75,-55.1667,32.12,46,6,0.64,SR,1701280938
372,kruisfontein,-34.0033,24.7314,15.26,76,1,4.53,ZA,1701280966
373,inarajan village,13.2736,144.7484,27.22,93,26,8.79,GU,1701280967
374,prince albert,53.2001,-105.7677,-0.03,80,75,5.66,CA,1701280860
375,barda,40.3744,47.1267,3.6,47,12,1.73,AZ,1701280730
376,timmins,48.4669,-81.3331,-4.1,86,100,3.6,CA,1701280968
377,chui,-33.6971,-53.4616,20.62,88,97,4.87,UY,1701280968
378,dunedin,-45.8742,170.5036,10.45,64,45,1.79,NZ,1701280968
379,havana,23.133,-82.383,23.77,77,100,6.87,CU,1701280816
380,idrinskoye,54.3708,92.1358,-13.91,98,26,1.34,RU,1701280969
381,tchollire,8.4022,14.1698,28.87,25,78,1.73,CM,1701280970
382,nantucket,41.2835,-70.0995,3.33,44,0,5.14,US,1701280740
383,bubaque,11.2833,-15.8333,27.91,55,19,5.32,GW,1701280971
384,anapa,44.8908,37.3239,12.19,81,75,6.0,RU,1701280851
385,kolyshley,52.7005,44.5367,-2.22,80,98,7.65,RU,1701280971
386,windham,41.8334,-72.0001,2.79,50,0,2.24,US,1701280972
387,fortuna,40.5982,-124.1573,13.19,72,0,3.6,US,1701280972
388,gibara,21.1097,-76.1317,29.62,66,90,4.13,CU,1701280972
389,kailua-kona,19.6406,-155.9956,22.98,95,100,4.12,US,1701280683
390,chom bueng,13.62,99.5917,22.68,68,100,1.71,TH,1701280859
391,kasane,-17.8167,25.15,22.05,88,75,2.06,BW,1701280973
392,al mayadin,35.0209,40.4535,13.2,43,9,3.46,SY,1701280974
393,rawah,34.4816,41.9093,13.29,44,2,2.34,IQ,1701280974
394,palembang,-2.9167,104.7458,27.05,89,40,1.03,ID,1701280974
395,coahuayana de hidalgo,18.7,-103.6583,30.77,61,100,1.72,MX,1701280974
396,shindand,33.3029,62.1474,11.9,55,59,2.17,AF,1701280975
397,puerto ayacucho,5.6639,-67.6236,33.75,49,17,2.29,VE,1701280975
398,laytown,53.6819,-6.2392,5.63,65,45,5.3,IE,1701280975
399,loch garman,52.3342,-6.4575,5.12,100,92,2.68,IE,1701280975
400,bel ombre,-4.6167,55.4167,26.91,89,75,3.6,SC,1701280976
401,azov,47.1078,39.4165,10.01,84,99,9.83,RU,1701280976
402,moree,-29.4667,149.85,19.08,65,5,3.84,AU,1701280976
403,luanda,-8.8368,13.2343,26.0,89,40,3.09,AO,1701280977
404,elliot,-31.3333,27.85,7.9,77,3,2.47,ZA,1701280977
405,andovoranto,-18.95,49.1,26.07,87,21,4.28,MG,1701280977
406,corn island,12.1694,-83.0418,27.47,82,100,8.61,NI,1701280978
407,villa gesell,-37.2639,-56.973,17.41,88,100,3.04,AR,1701280978
408,selfoss,63.9331,-20.9971,1.85,79,94,2.29,IS,1701280978
409,makakilo city,21.3469,-158.0858,22.18,96,100,6.17,US,1701280979
410,port saint john's,-31.6229,29.5448,19.25,68,22,3.92,ZA,1701280979
411,nuku'alofa,-21.1333,-175.2,23.19,100,75,1.03,TO,1701280717
412,naregal,15.5833,75.8167,24.54,69,92,4.2,IN,1701280979
413,bachhrawan,26.4833,81.1167,18.04,58,5,2.06,IN,1701280980
414,bondo,3.8146,23.6866,21.44,96,83,0.91,CD,1701280980
415,rouissat,31.9243,5.3502,22.04,18,0,1.54,DZ,1701280980
416,solt,46.8007,18.9999,0.29,61,1,1.8,HU,1701280980
417,bamboo flat,11.7,92.7167,28.05,74,100,2.57,IN,1701280981
418,revda,56.801,59.9303,-2.26,97,100,1.72,RU,1701280981
419,det udom,14.906,105.0784,22.9,87,93,3.09,TH,1701280982
420,bielsk podlaski,52.7651,23.1865,-6.53,95,76,3.3,PL,1701280764
421,clusone,45.8871,9.9497,4.29,59,41,0.39,IT,1701280983
422,saint-philippe,-21.3585,55.7679,24.77,83,75,4.49,RE,1701280723
423,kili,5.6439,169.1211,28.37,75,100,6.77,MH,1701280984
424,berdigestyakh,62.0989,126.6992,-15.2,93,100,4.38,RU,1701280984
425,pemba,-12.974,40.5178,28.39,83,40,6.69,MZ,1701280985
426,fengxiang,47.5833,130.8333,-22.4,92,33,2.44,CN,1701280985
427,kapa'a,22.0752,-159.319,21.72,90,100,3.09,US,1701280986
428,raisinghnagar,29.5358,73.4492,19.07,45,20,0.77,IN,1701280986
429,ndende,-2.4008,11.3581,23.86,94,90,0.29,GA,1701280987
430,sabang,5.8933,95.3214,26.26,85,100,4.43,ID,1701280987
431,gillette,44.2911,-105.5022,5.59,46,6,2.24,US,1701280806
432,san-pedro,4.7485,-6.6363,26.45,83,84,2.01,CI,1701280987
433,poronaysk,49.2167,143.1167,-9.38,86,100,2.19,RU,1701280988
434,djibo,14.1022,-1.6306,31.47,15,56,2.77,BF,1701280988
435,marat,25.0701,45.4615,18.87,45,4,5.79,SA,1701280989
436,lamu,-2.2717,40.902,26.12,93,94,2.45,KE,1701280989
437,ulladulla,-35.35,150.4667,16.54,96,56,2.86,AU,1701280990
438,qinnan,33.2531,119.9133,2.76,48,100,5.14,CN,1701280990
439,quang ngai,15.1167,108.8,22.9,93,87,1.73,VN,1701280990
440,farafangana,-22.8167,47.8333,26.25,76,18,6.36,MG,1701280991
441,lompoc,34.6391,-120.4579,17.1,59,75,2.57,US,1701280543
442,hammerfest,70.6634,23.6821,-0.75,80,75,3.09,NO,1701280991
443,leava,-14.3,-178.1667,28.51,77,83,7.68,WF,1701280992
444,rawlins,41.7911,-107.2387,2.94,35,0,6.17,US,1701280846
445,callaway,30.153,-85.5699,14.39,38,0,3.6,US,1701280858
446,victorica,-36.2151,-65.4359,29.17,12,9,1.48,AR,1701280993
447,carnarvon,-24.8667,113.6333,21.33,71,3,7.32,AU,1701280709
448,zavodoukovsk,56.5042,66.5515,0.48,83,100,3.11,RU,1701280994
449,al mijlad,11.0333,27.7333,31.7,22,68,4.83,SD,1701280994
450,kisangani,0.5167,25.2,25.2,94,40,3.09,CD,1701280995
451,ciudad bolivar,8.1222,-63.5497,35.2,34,10,4.63,VE,1701280995
452,mabaruma,8.2,-59.7833,29.82,62,19,2.91,GY,1701280735
453,kawm umbu,24.4767,32.9463,22.31,22,95,4.09,EG,1701280996
454,rongelap,11.1635,166.8941,27.39,77,100,9.6,MH,1701280731
455,kodinsk,58.6881,99.1844,-14.2,96,100,1.3,RU,1701281000
456,antsohihy,-14.8796,47.9875,27.69,76,8,0.98,MG,1701281003
457,cole harbour,44.6724,-63.4751,1.51,59,40,9.77,CA,1701281012
458,igrim,63.1906,64.4162,-3.51,97,100,2.2,RU,1701281015
459,cidreira,-30.1811,-50.2056,24.34,75,75,5.96,BR,1701281015
460,puerto carreno,6.189,-67.4859,31.99,58,20,5.14,CO,1701281015
461,volksrust,-27.3654,29.8818,11.14,85,96,3.79,ZA,1701281016
462,smigiel,52.0134,16.527,-0.27,61,99,5.01,PL,1701280463
463,merizo village,13.2658,144.6691,27.85,93,23,8.7,GU,1701281017
464,la ronge,55.1001,-105.2842,-1.86,74,75,6.17,CA,1701280737
465,happy valley-goose bay,53.3168,-60.3315,-2.83,68,100,5.66,CA,1701281017
466,wladyslawowo,54.7909,18.4009,-1.4,82,87,5.26,PL,1701281018
467,jiuquan,39.7432,98.5174,-6.34,37,3,1.13,CN,1701281018
468,kozel'sk,54.0375,35.7716,0.56,97,100,9.66,RU,1701281018
469,saint cloud,45.5608,-94.1625,5.21,65,12,0.89,US,1701280873
470,alavus,62.5833,23.6167,-5.05,97,84,1.88,FI,1701281019
471,mogocha,53.7333,119.7667,-17.36,87,100,1.41,RU,1701281019
472,constantia,44.1833,28.65,5.39,76,83,5.54,RO,1701281020
473,kikwit,-5.041,18.8162,21.47,99,99,1.25,CD,1701281020
474,lukolela,-1.0605,17.1821,21.4,97,100,0.96,CD,1701281020
475,paramonga,-10.6667,-77.8333,22.52,71,41,5.48,PE,1701280850
476,fond parisien,18.5058,-71.9767,31.98,45,52,0.63,HT,1701281021
477,dazhong,33.1997,120.4578,3.48,53,100,5.73,CN,1701281021
478,murovani kurylivtsi,48.7235,27.5189,-3.5,82,65,6.08,UA,1701281022
479,porbandar,21.6422,69.6093,23.28,48,0,5.17,IN,1701281022
480,middelburg,-25.7751,29.4648,17.55,82,79,1.75,ZA,1701281022
481,nuuk,64.1835,-51.7216,11.34,25,100,7.2,GL,1701280971
482,vredendal,-31.6683,18.5012,22.13,42,57,7.62,ZA,1701281023
483,egilsstadir,65.2653,-14.3948,0.95,86,100,4.12,IS,1701281023
484,norton,-17.8833,30.7,25.71,41,73,1.77,ZW,1701281023
485,island harbour,50.724,-1.2758,6.07,87,100,1.34,GB,1701281024
486,castro,-24.7911,-50.0119,25.0,73,15,4.28,BR,1701281024
487,alta,69.9689,23.2717,-2.41,80,100,1.54,NO,1701281024
488,severnoye,56.3491,78.3619,-5.01,80,100,3.13,RU,1701281025
489,umluj,25.0213,37.2685,26.22,54,100,3.51,SA,1701280718
490,aykhal,66.0,111.5,-13.66,79,100,7.87,RU,1701281025
491,narrabri,-30.3167,149.7833,15.29,86,36,2.32,AU,1701281025
492,udomlya,57.8794,34.9925,-6.65,93,100,5.02,RU,1701281025
493,dadukou,26.5479,101.7054,15.34,79,100,0.87,CN,1701281026
494,tarazona de la mancha,39.2123,-1.9491,12.9,79,88,8.39,ES,1701281026
495,yelizovo,53.1873,158.3805,-3.92,54,75,6.0,RU,1701281026
496,aswan,24.0934,32.907,23.61,25,0,1.54,EG,1701281026
497,rizokarpaso,35.6,34.375,17.24,59,100,4.97,CY,1701281027
498,sogne,58.0833,7.8167,-0.17,76,78,4.02,NO,1701281027
499,kotido,2.9806,34.1331,26.33,35,48,7.17,UG,1701281028
500,sinan,34.8262,126.1086,4.06,63,100,12.79,KR,1701281028
501,port macquarie,-31.4333,152.9167,17.12,82,8,3.71,AU,1701280875
502,mariental,-24.6333,17.9667,31.57,16,19,6.1,NA,1701281028
503,sawakin,19.1059,37.3321,27.22,73,31,4.15,SD,1701281028
504,holualoa,19.6228,-155.9522,20.91,94,100,4.12,US,1701280721
505,bandarbeyla,9.4942,50.8122,26.6,76,20,9.34,SO,1701281029
506,kita,13.0349,-9.4895,30.94,18,50,1.68,ML,1701281029
507,weno,7.4515,151.8468,28.5,74,100,8.3,FM,1701281029
508,geraldton,-28.7667,114.6,16.23,88,36,2.57,AU,1701281030
509,tvoroyri,61.5556,-6.8111,7.03,76,100,13.51,FO,1701281030
510,degache,33.9761,8.2081,18.18,48,0,0.51,TN,1701281030
511,dzilam gonzalez,21.2833,-88.9333,24.87,70,100,10.23,MX,1701281031
512,sitangkai,4.6628,119.3928,27.99,77,100,2.82,PH,1701281031
513,boa vista,2.8197,-60.6733,32.99,43,75,7.2,BR,1701280724
514,preobrazheniye,42.9019,133.9064,-13.01,65,33,5.09,RU,1701280727
515,tamanrasset,22.785,5.5228,18.95,9,0,2.06,DZ,1701281032
516,fujieda,34.8667,138.2667,9.36,56,53,7.33,JP,1701281032
517,linxia chengguanzhen,35.6003,103.2064,-1.47,63,96,1.5,CN,1701281032
518,jumla,29.2747,82.1838,3.91,70,7,2.31,NP,1701281033
519,gaiman,-43.2897,-65.4929,27.11,14,19,5.51,AR,1701280755
520,panitian,9.0965,118.0864,25.88,88,98,2.2,PH,1701281033
521,orkney,-26.9802,26.6727,21.35,35,100,3.83,ZA,1701280888
522,ashland,40.8167,-82.2665,1.7,76,89,7.91,US,1701281034
523,callao,-12.0667,-77.15,22.16,68,75,3.6,PE,1701281034
524,newman,37.3138,-121.0208,12.3,80,86,0.45,US,1701281034
525,enoch,37.7733,-113.0244,9.15,55,20,0.0,US,1701281034
526,beaumont,30.0861,-94.1019,19.43,40,0,5.14,US,1701281035
527,moussoro,13.6408,16.4901,30.96,16,35,4.8,TD,1701281035
528,florina,40.782,21.4098,7.07,87,63,1.06,GR,1701281035
529,paredon,16.0333,-93.8667,30.96,51,66,7.49,MX,1701281035
530,delijan,33.9905,50.6838,10.65,51,100,1.36,IR,1701281036
531,ak'ordat,15.5486,37.8867,29.29,29,3,2.18,ER,1701281036
532,timimoun,29.2639,0.231,22.21,13,0,1.03,DZ,1701281037
533,karatau,43.1667,70.4667,8.69,77,100,5.45,KZ,1701281037
534,thurgoona,-36.0451,146.9919,16.0,100,94,2.24,AU,1701281037
535,mahanoro,-19.9,48.8,25.27,89,3,3.77,MG,1701281038
536,tobelo,1.7284,128.0095,26.98,81,83,0.83,ID,1701281038
537,pitea,65.3172,21.4794,-4.95,95,100,3.81,SE,1701281038
538,kibre mengist,5.8833,38.9833,16.43,68,55,0.67,ET,1701281038
539,santiago de cao,-7.9589,-79.2392,21.07,78,20,4.63,PE,1701281039
540,montepuez,-13.1256,38.9997,26.4,64,85,3.63,MZ,1701281039
541,chimore,-16.9833,-65.1333,26.63,86,94,2.11,BO,1701281039
542,malvan,16.0667,73.4667,27.73,71,16,6.43,IN,1701281040
543,kerikeri,-35.2268,173.9474,11.06,90,31,2.13,NZ,1701281040
544,inhambane,-23.865,35.3833,24.24,84,86,9.62,MZ,1701281040
545,mao,39.8885,4.2658,17.31,88,20,5.66,ES,1701281040
546,paris,48.8534,2.3488,8.02,80,0,2.57,FR,1701280994
547,fuglafjordur,62.244,-6.814,4.26,78,100,12.63,FO,1701281041
548,coron,11.9986,120.2043,27.4,80,37,4.38,PH,1701281042
549,lyantor,61.6195,72.1555,-10.07,89,61,2.48,RU,1701281042
550,freetown,8.484,-13.2299,28.84,74,75,3.09,SL,1701281044
551,malindi,-3.2175,40.1191,26.91,83,97,4.45,KE,1701281046
552,margate,51.3813,1.3862,3.28,78,85,0.89,GB,1701280937
553,ola,59.5833,151.2833,-13.71,85,89,2.88,RU,1701281047
554,yarega,63.4354,53.5765,-6.18,95,100,1.18,RU,1701281048
555,antofagasta,-23.65,-70.4,19.95,67,37,4.38,CL,1701281049
556,lisala,2.15,21.5167,21.6,98,100,1.39,CD,1701280894
557,livezi-vale,46.4167,26.7333,-1.42,80,40,2.06,RO,1701281050
558,ardmore,34.1743,-97.1436,15.42,45,0,3.09,US,1701280754
559,castillos,-34.1667,-53.8333,21.49,83,88,4.85,UY,1701281051
560,lorengau,-2.0226,147.2712,27.53,79,72,3.38,PG,1701281051
561,lichinga,-13.3128,35.2406,22.05,78,20,1.54,MZ,1701281052
562,akureyri,65.6835,-18.0878,-1.04,100,75,1.03,IS,1701280810
563,westport,41.1415,-73.3579,4.15,50,0,5.66,US,1701280949
564,punta cardon,11.6581,-70.215,29.73,66,13,11.19,VE,1701281053
565,valparaiso,-33.0393,-71.6273,26.8,52,0,9.26,CL,1701281054
566,kingston,17.997,-76.7936,30.53,66,40,7.72,JM,1701281055
567,ponta delgada,37.7333,-25.6667,17.33,88,40,7.72,PT,1701281055
568,yorkton,51.2167,-102.4677,-0.09,80,0,6.69,CA,1701281056
569,boguchany,58.3814,97.4531,-12.49,90,100,1.13,RU,1701281056
570,el coacoyul,17.6167,-101.4333,32.53,62,40,2.57,MX,1701281056
571,panaba,21.2833,-88.2667,25.83,65,96,6.28,MX,1701281057
572,zhezqazghan,47.7833,67.7667,2.43,79,100,7.53,KZ,1701281057
573,bealanana,-14.55,48.7333,21.31,79,42,0.56,MG,1701281057
574,fada,9.5667,8.3,25.13,35,28,1.26,NG,1701281058
575,meads,38.4126,-82.7091,7.4,41,0,4.63,US,1701281059
576,fortaleza,-3.7227,-38.5247,31.15,65,40,6.69,BR,1701280800
577,kolonia,50.9333,6.95,3.31,87,75,1.54,DE,1701280695
578,sechura,-5.5569,-80.8222,26.77,57,35,5.94,PE,1701281060
579,vysokaya gora,55.9128,49.3017,-10.9,98,54,0.96,RU,1701281061
580,brookings,44.3114,-96.7984,7.81,54,0,4.63,US,1701280841
581,taroa,8.7058,171.2275,27.71,76,98,7.85,MH,1701281061
582,susanville,40.4163,-120.653,-0.09,80,0,0.0,US,1701280778
583,san vicente de canete,-13.0751,-76.3835,22.14,72,81,3.26,PE,1701281062
584,feodosiya,45.0333,35.3833,9.5,79,27,2.71,UA,1701281062
585,baglung,28.2719,83.5898,12.92,52,0,2.7,NP,1701281063
586,howrah,22.5892,88.3103,23.0,83,20,0.0,IN,1701281063
587,menaka,15.9182,2.4022,31.51,11,1,4.3,ML,1701281064
588,vila franca do campo,37.7167,-25.4333,17.16,99,100,5.86,PT,1701281064
589,krosno odrzanskie,52.0549,15.0988,-0.68,94,99,5.48,PL,1701281065
590,argo,37.6333,22.7333,17.77,76,31,2.25,GR,1701281066
591,ulsteinvik,62.3432,5.8487,0.42,68,56,1.79,NO,1701281067
592,kattivakkam,13.2167,80.3167,25.05,92,100,3.71,IN,1701281067
593,nizhneangarsk,55.7833,109.55,-14.44,68,60,3.13,RU,1701281068
594,dossor,47.5272,52.9811,3.98,72,99,3.87,KZ,1701281068
595,post,33.1909,-101.3782,13.87,44,100,5.58,US,1701280978
596,ciurea,47.05,27.5667,0.19,74,20,1.03,RO,1701281070
597,okhotsk,59.3833,143.3,-11.92,91,100,4.12,RU,1701281071
598,quesnel,52.9999,-122.5029,-2.72,80,75,2.06,CA,1701281071
